id,channelId,title,thumbUrl,description,publishDate,viewCount,comments,likes,dislikes,responseCode
UgzifPuaMeSBuEovwmR4AaABAg,,oMsLffZuMe8,UCtSkr8uQYOs-piUWpJ9MO8A,@babyetchecopar8077,https://yt3.ggpht.com/p5G5CaBRAWACCS_8H-QPYTVH18MmLRWOriNdypoqcsRYPAOS6109MvDo4F0vntIss8sWOGIs=s48-c-k-c0x00ffffff-no-rj,2022-10-15T12:04:46,Ya que México no hace nada espero que Guatemala siga de está manera impidiendo el ingreso de estos Venezolanos,3,false,0,
UgzbOJ8ZkBpRuBy4HD54AaABAg,,oMsLffZuMe8,UCPc2-xt2FOoirROjV6_qOLw,@enriquegomez6259,https://yt3.ggpht.com/ytc/AIdro_n7o6KuemnfocAFaVKGOO0G8E2eQbMjcjXSttDxqTRWE1zv-z3-5uaDYxqQtOPRSSj_KA=s48-c-k-c0x00ffffff-no-rj,2022-10-15T03:52:15,Y no es más fácil viajar en avión,3,false,0,
UgwU4J844QcNsHwCn314AaABAg.9hArnH5G9X79hDIKFV3c6C,UgwU4J844QcNsHwCn314AaABAg,oMsLffZuMe8,UCIyqJGrfFW3gxWs26hOE1-w,@elizabethtejada2251,https://yt3.ggpht.com/ytc/AIdro_ki_ge2Be4Y0Gu8ibVayKhrsxD6sHwPNNhzj5TXC6M=s48-c-k-c0x00ffffff-no-rj,2022-10-15T15:49:28,Lo mejor que TE lo de TU páis Venezuela quienes son ustedes para pedir lo mejor que los demas que los Dejan entrar no son dignos de atencion con esa actitud la oveja Mansa es la que se impone,3,true,,
UgwU4J844QcNsHwCn314AaABAg.9hArnH5G9X79hI-Cy_N8TS,UgwU4J844QcNsHwCn314AaABAg,oMsLffZuMe8,UCedPYiOaWc9qaK5--y6mgSQ,@MMagalyss...,https://yt3.ggpht.com/8KvGntEga5n2KfpPl3nME0h2a8_DxrbGZkHK4Pig8LePq5kq0PSsuzFXEfDWoSy--6nPixYQig=s48-c-k-c0x00ffffff-no-rj,2022-10-17T11:38:39,"@@frankdonovan2834 no es odio es lógica ,no sea idiot,lol",3,true,,
UgyWaU8QQkBNwuVbGgF4AaABAg.9h7vlXuYHsA9hHzCtDzfMc,UgyWaU8QQkBNwuVbGgF4AaABAg,oMsLffZuMe8,UCedPYiOaWc9qaK5--y6mgSQ,@MMagalyss...,https://yt3.ggpht.com/8KvGntEga5n2KfpPl3nME0h2a8_DxrbGZkHK4Pig8LePq5kq0PSsuzFXEfDWoSy--6nPixYQig=s48-c-k-c0x00ffffff-no-rj,2022-10-17T11:29:54,"Si estudiados ,para la delincuencia jajaja gente más chocante y mal agradecidas ley cero ,por lo menos los chapines son muy trabajadores",3,true,,
UgyWaU8QQkBNwuVbGgF4AaABAg.9h7vlXuYHsA9hIKpiGDqRT,UgyWaU8QQkBNwuVbGgF4AaABAg,oMsLffZuMe8,UCHKeSjlM7aEDBsrA54DTyOg,@joelolwertz5894,https://yt3.ggpht.com/ytc/AIdro_m_Li5DRGNZwfFdBADXkPuE2VswIN5ukCJMlbsmwu4=s48-c-k-c0x00ffffff-no-rj,2022-10-17T14:47:35,"Hombre....tanto odio hacia un pais que, como cualquier otro, tiene el derecho de proteger sus fronteras. Lis profesionales guatemaltecos no tienen por qué emigrar, viven comodamente en Guatemala. Los que migran lo hacen pasando de largo, sin pedir asilo, sabiendo que seguramente tendrán que hacer el trabajo que otros migrantes no quieren realizar. No me imagino que estos venezolanos quiero ir a trabajar a granjas, al campo, instalando techos, pintando casas...<br><br>Llegan a USA pidiendo todo regalado, el Socialismo del que huyen los enseñó a depender del Estado. Llegando todos con infulas, creyendose superiores a otros. Gracias Guate por darles um baño de realidad.",3,true,,
Ugzayp6U0fIeUA1T54x4AaABAg.9gzuD0M66mc9hCz0ONGPvx,Ugzayp6U0fIeUA1T54x4AaABAg,oMsLffZuMe8,UC_qUnlXKBQWdJelO0dkbElw,@cruzelenasanchez8459,https://yt3.ggpht.com/ytc/AIdro_lGlpn-uf_plwEpwobQOuk-oudX8NTm1eKQOj2eWD4=s48-c-k-c0x00ffffff-no-rj,2022-10-15T12:52,@@marianellarojas7355 eso es mentirass hay muchas cosas que hacer dicen muchas barbaridades es como una moda se vuelven locos y venden lo que tienen aquí vivimos luchamos y no es todo lo que dicen los fanáticos políticos de los dos lados pura basura política y ellos si se llenan,3,true,,
UgxCtKBYb1YgyEyH0X94AaABAg,,oMsLffZuMe8,UCOn1_E4aEKjNvLW4N9QyY-g,@rositam3954,https://yt3.ggpht.com/ytc/AIdro_mj9At9sIF63PCIc23Y15q_z-7afnF83sorUL67ASU=s48-c-k-c0x00ffffff-no-rj,2022-10-10T23:41:08,"Mil veces mejor vivo en mi tierra, Estados Unidos  nada mas te dará cosas materiales y mucha delincuencia",3,false,0,
UgybhQsYvgJ5hKdrQMd4AaABAg,,oMsLffZuMe8,UCqWJyVH4jGWsFJ1tnDxfekA,@melvyp2417,https://yt3.ggpht.com/ytc/AIdro_l_VrTBYFtYm9zcwjzrwzTqLUtXaVmyQ1HhADcnWg=s48-c-k-c0x00ffffff-no-rj,2022-10-10T12:39:20,"<a href=""https://www.youtube.com/watch?v=oMsLffZuMe8&amp;t=75"">1:15</a> este chico se queja como si su país estuviera en guerra, o alguien lo obligará a salir, , si extrana a su mamá hijo etc vuelva a vnzla.<br>Cuál es el objetivo q toda vnzla salga?  Y dejé a Maduro en el poder?",3,false,1,
Ugy4aEsk7WzlBlSfZI14AaABAg,,oMsLffZuMe8,UCyfBW7q0SwkdPVYyr5yIVIw,@goldmajestar8851,https://yt3.ggpht.com/ytc/AIdro_nwBme2Z9MYbX2q-q_DT7P1E4r2f49zE8Wrniggq4caE-A=s48-c-k-c0x00ffffff-no-rj,2022-10-10T09:18:50,Venezolanos entren por TROCHA A GUATEMALA,3,false,0,
Ugy8irCGXQUbAz-7B054AaABAg,,oMsLffZuMe8,UCFj3OkSeLOjKxo0JTfn9DDA,@alexandramerchanguzmanguzm8309,https://yt3.ggpht.com/ytc/AIdro_lUoHZgDc9BHWWTqUnGIoCffEhcO4Si-52AjpQ3Rg=s48-c-k-c0x00ffffff-no-rj,2022-10-10T04:41:59,Colombia debería hacer lo mismo,3,false,2,
UgzgCTa5fftBtddjO_J4AaABAg,,oMsLffZuMe8,UC2e7Swa3NH2qaz3QH5AK8Sw,@normanormao6742,https://yt3.ggpht.com/ytc/AIdro_ng26Fpd1SckZ-6It7_2xsbNl67DVJbX4xjpQgVKKc=s48-c-k-c0x00ffffff-no-rj,2022-10-10T03:39:07,de regreso ahorita todo el mundo está igual ..,3,false,0,
UgzG8a57tBzYnAc6a8h4AaABAg,,oMsLffZuMe8,UCWkUMRq3UEwKfFC6fFKbthw,@Alexhernandez-pr1wf,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:28:30,Viva la migración de Guatemala,3,false,0,
UgyX7kyexYvH3T2D3kd4AaABAg,,oMsLffZuMe8,UCxX7-_2HpizHylSyuYcSgbg,@salas1294,https://yt3.ggpht.com/ytc/AIdro_nsruIRqfcMl9AJ9-GSu57RXPwcczl_xOWyzT96qnaApNQ-M3s6Upf5zZJKrA0rVul9Zw=s48-c-k-c0x00ffffff-no-rj,2022-10-09T22:18:23,LOPEZ TIENE QUE HACER LO MISMO,3,false,0,
Ugyf0R3ns7NqnYV2IlZ4AaABAg,,oMsLffZuMe8,UCAf8XRe8HBWwq-zzab_qgaQ,@mercedesvillarraga5322,https://yt3.ggpht.com/ytc/AIdro_kVILyTbYWnMxD0pIEwwjSYquZyB7mnO89NDtFX6sY=s48-c-k-c0x00ffffff-no-rj,2022-10-09T21:22:53,No mas,3,false,0,
Ugw7H4GplcdAhHAVoAB4AaABAg.9gzhOf-6D3e9hFguItdpvZ,Ugw7H4GplcdAhHAVoAB4AaABAg,oMsLffZuMe8,UCRl4Q5Ip9Ea8_HdORVh43Fg,@jaimeduran206,https://yt3.ggpht.com/ytc/AIdro_lY8SYSntf-rLHu1x4K6BEUryOSDluCqJC9VgsIMso=s48-c-k-c0x00ffffff-no-rj,2022-10-16T14:11:28,"En colombia lo mismo pidiendo dinero por las calles con los bebe en los brazos, pero a la vez los que cruzan USA van cambiando su forma de actuar con el resto de los demás latinos que son profesionales y ya esquivando conversaciones con muchos latinos que no han podido estabilizarse económicamente y su status en USA por cosa del destino, pero en Centroamérica andan piediendo que los ayuden con todo. Expreso esto por experiencia vivida.",3,true,,
Ugy7R_QIfCY5cJjy1eZ4AaABAg.9gza6yIqel69hCxEbSX10y,Ugy7R_QIfCY5cJjy1eZ4AaABAg,oMsLffZuMe8,UC_qUnlXKBQWdJelO0dkbElw,@cruzelenasanchez8459,https://yt3.ggpht.com/ytc/AIdro_lGlpn-uf_plwEpwobQOuk-oudX8NTm1eKQOj2eWD4=s48-c-k-c0x00ffffff-no-rj,2022-10-15T12:36:28,Y no es para todo eso que están haciendo están locos aquí si se trabaja si quieres lo logras pero es una moda y todo por aparentar y ni se sabe que por todo eso es de lo último que vergüenza,3,true,,
UgyFWKQukWr0UWxWk754AaABAg.9gzRVPNpqXH9gzcKJohqfq,UgyFWKQukWr0UWxWk754AaABAg,oMsLffZuMe8,UCs-Op6qwcn30TLeO0Atyk7g,@edward08el,https://yt3.ggpht.com/ytc/AIdro_nknTHTeGVnPN3b3rSgFiAVGksvzuk8wmkCQXMio891Pqs=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:04:22,Primero están las leyes y normas!! Más cuando se trata de la seguridad y la soberanía de un pais.,3,true,,
UgyFWKQukWr0UWxWk754AaABAg.9gzRVPNpqXH9gzfylKjgUF,UgyFWKQukWr0UWxWk754AaABAg,oMsLffZuMe8,UC6MYIX4zQUggmqBpWrnYgew,@qtipt6zam258,https://yt3.ggpht.com/ytc/AIdro_nML9g5XOYKLd9gom_Dcf7IbRytptIs6RM5oE0Taes=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:36:15,@@morenalainez3631 👏👏,3,true,,
Ugz7L8FMgGe9f59-eXh4AaABAg.9gzSz3hhy0P9h2Wye5bgnl,Ugz7L8FMgGe9f59-eXh4AaABAg,oMsLffZuMe8,UC5v5yxGQSbKM-SAKA3pHdpA,@joserobalino4628,https://yt3.ggpht.com/ytc/AIdro_nbnIwyYsF5KGzS2pWd-Bbv2zgtWKXIXYtKtnh9Q669BzQAGM9gxLELfbqgp3aEheu7BQ=s48-c-k-c0x00ffffff-no-rj,2022-10-11T11:25:49,Elio José ellos no esta en guerra refugiados son los Ucranianos y Rusos,3,true,,
UgxFHT9uzMkXp7nFlNp4AaABAg.9gzQ-6V2PJC9h-eEUQufxz,UgxFHT9uzMkXp7nFlNp4AaABAg,oMsLffZuMe8,UC5AerwoA9SIeIWb_8Eoq5pg,@roxanasalmeron4213,https://yt3.ggpht.com/ytc/AIdro_ljylrgTycf_7N_FX_6GcfT92VLWPizqd7KIAeOrJY=s48-c-k-c0x00ffffff-no-rj,2022-10-10T08:40:18,@@jrgil5156 yo he visto y es sido compañera de colombianos colombianas en construcción y pienso que no son todos y como también he visto guatemalteco  salvadoreños hondureños y mexicanos los que no quieren trabajar en construcción bajo el sol creo que cada país hay de todo un poco0,3,true,,
UgxFHT9uzMkXp7nFlNp4AaABAg.9gzQ-6V2PJC9hAsQHnwk8z,UgxFHT9uzMkXp7nFlNp4AaABAg,oMsLffZuMe8,UC1p0BZkMXqV8K0cdblE9UOQ,@frankdonovan2834,https://yt3.ggpht.com/ytc/AIdro_nPe-ehkjhao8iLfHtLFl6PR5XQj2XJwyzcoaJp4x4=s48-c-k-c0x00ffffff-no-rj,2022-10-14T17:15:53,"Jr Gil: El pueblo de Venezuela es un pueblo hermano, hoy necesita de los guatemaltecos de buen corazón",3,true,,
UgzKeUdeekDzrXYU8aF4AaABAg.9gzMrqU3KDK9h0fwVo3zJx,UgzKeUdeekDzrXYU8aF4AaABAg,oMsLffZuMe8,UCKtQ8lsErKWRoFmmyfMq2zQ,@monicaflores4934,https://yt3.ggpht.com/ytc/AIdro_mCrAQM0dcLF9YXtzVnfajzJS4MAoJL6hvEHRv6V38=s48-c-k-c0x00ffffff-no-rj,2022-10-10T18:14:25,@@JJesus-qw3xo <br>Si tu supieras...como están rob......no en las tiendas  los d Vzuela.....no opinaras asi,3,true,,
Ugx5gkfejSapMqf9exB4AaABAg,,oMsLffZuMe8,UCnjt2Q-y4lphH7KVqxd_YLQ,@Misifusmiau,https://yt3.ggpht.com/ytc/AIdro_kAaI20QFh79JEe9hdoIWBOOZY-aHHdVsoW6zIIcbSuaA=s48-c-k-c0x00ffffff-no-rj,2022-10-09T20:47:51,🤔 mmmm pareciera como que los Guatemaltecos están HARTOS de los VNZLS también?,3,false,0,
UgzbN3jHf7Hg0l6iJ1l4AaABAg.9gzLWzRQ6Z49gzVvYgZxpA,UgzbN3jHf7Hg0l6iJ1l4AaABAg,oMsLffZuMe8,UCE5od_lcu-4F6GCzOz16THg,@linoeliudrodriguez4329,https://yt3.ggpht.com/ytc/AIdro_nuZCIIYP96uPjLU5t1SMTBjhu46WOMMUIhvSK5lX4=s48-c-k-c0x00ffffff-no-rj,2022-10-09T21:59:41,@@patriciacastro8712 aprende a escribir o regresa a la escuela,3,true,,
UgyjDYQd5_me5YELQcB4AaABAg.9gzNjGRirmc9h19hmXxM8N,UgyjDYQd5_me5YELQcB4AaABAg,oMsLffZuMe8,UC2YtEBdU4inpcouWxvUiPug,@elgatopandita988,https://yt3.ggpht.com/Gy4C1DWm6x4kOOWsLcelDQ4GXvMno7F5t9VwagvzT8DtKd5iEc8n6NRQq295TfTZXwyqVbW3fw=s48-c-k-c0x00ffffff-no-rj,2022-10-10T22:43:17,@@Omar-wt2lg asi es ! Nada de humildad solo exigen,3,true,,
UgxuZgJ1uitLmQ0i80p4AaABAg.9hGVcT1MBb59hI0-uGEy_V,UgxuZgJ1uitLmQ0i80p4AaABAg,oMsLffZuMe8,UCedPYiOaWc9qaK5--y6mgSQ,@MMagalyss...,https://yt3.ggpht.com/8KvGntEga5n2KfpPl3nME0h2a8_DxrbGZkHK4Pig8LePq5kq0PSsuzFXEfDWoSy--6nPixYQig=s48-c-k-c0x00ffffff-no-rj,2022-10-17T11:45:37,Jajajaja,2,true,,
UgyeiYprHmfXU7YiH294AaABAg.9hDbArCdvwB9hI1vHL_Ihf,UgyeiYprHmfXU7YiH294AaABAg,oMsLffZuMe8,UCedPYiOaWc9qaK5--y6mgSQ,@MMagalyss...,https://yt3.ggpht.com/8KvGntEga5n2KfpPl3nME0h2a8_DxrbGZkHK4Pig8LePq5kq0PSsuzFXEfDWoSy--6nPixYQig=s48-c-k-c0x00ffffff-no-rj,2022-10-17T12:02:19,"Jajajajaja que ridiculo es la realidad dejé de llorar y su palabrita ,no sirve en Norteamérica jaja",2,true,,
Ugz9gM7vqAexPvdOnxJ4AaABAg.9hBk0uS1pCr9hCtQg4uCRX,Ugz9gM7vqAexPvdOnxJ4AaABAg,oMsLffZuMe8,UCtSkr8uQYOs-piUWpJ9MO8A,@babyetchecopar8077,https://yt3.ggpht.com/p5G5CaBRAWACCS_8H-QPYTVH18MmLRWOriNdypoqcsRYPAOS6109MvDo4F0vntIss8sWOGIs=s48-c-k-c0x00ffffff-no-rj,2022-10-15T12:03:09,Pienso que Maduro cree que el infierno no existe,2,true,,
Ugxdeu7axJ5vy7WKFjR4AaABAg.9hB7f_Jomuy9hI21kQ0Ksd,Ugxdeu7axJ5vy7WKFjR4AaABAg,oMsLffZuMe8,UCedPYiOaWc9qaK5--y6mgSQ,@MMagalyss...,https://yt3.ggpht.com/8KvGntEga5n2KfpPl3nME0h2a8_DxrbGZkHK4Pig8LePq5kq0PSsuzFXEfDWoSy--6nPixYQig=s48-c-k-c0x00ffffff-no-rj,2022-10-17T12:03:20,Tampoco que pase,2,true,,
Ugxdeu7axJ5vy7WKFjR4AaABAg.9hB7f_Jomuy9hYtv8KJZwv,Ugxdeu7axJ5vy7WKFjR4AaABAg,oMsLffZuMe8,UC39heHO0pzRiFvyHm2QbepA,@fergomez5806,https://yt3.ggpht.com/ytc/AIdro_no7OoWhNSrbw3ZZXoNRmfWiaJO0qOjebICiQ-nA92GrEJAGZ8yTqrZipZENrF2zTqaqg=s48-c-k-c0x00ffffff-no-rj,2022-10-24T01:10:45,Imagínate hambrezuela está casita nivel de Haití 😁😆,2,true,,
Ugy0Rq_hzWsFTGdTLDZ4AaABAg,,oMsLffZuMe8,UCLQhqXIruKBNIqY2PYaCSKw,@helena55566,https://yt3.ggpht.com/bvhTbhv95zSjMVRG5_p7vXXIj9AGwHGHo05aWdLNpYnpuvUv_gxq3mr08bL-NdheXeV2d4fFFCQ=s48-c-k-c0x00ffffff-no-rj,2023-03-14T18:49:32,Muy bien saludos desde Colombia,2,false,0,
UgzfgW67hZHPscc6XPt4AaABAg,,oMsLffZuMe8,UCJNNuCRHc6in7lPHvoUz-bQ,@leopoldomoralesperez6315,https://yt3.ggpht.com/ytc/AIdro_mBuKrHqA1OCFoz7XPTMuxKzz7kFtd_dh5afVnMBF4=s48-c-k-c0x00ffffff-no-rj,2022-10-28T02:56:21,"Se necesita de manera inmediata el apoyo de la ONU, se les hace un llamado a Antonio Guteres presidente de la ONU paraapoyar a los Venezolanos con aliementacion y albergues , si hay dinero para Ucrania para armamentos que tambien haya recurso para los migrantes, ademas los venezolas no podran regresar a sus pais de origen porque Nicolas Maduro ha mencionado que el que regrese a Venezuela sera tomado como traidor a la patria y sera enviado a campos de reeducacion o concentracion como castigo",2,false,1,
UgzPhR4oZnm5gdqPh3l4AaABAg,,oMsLffZuMe8,UCSL8bTZoX4HLpmfmhKRu-Gg,@MariaHernandez-cs3ee,https://yt3.ggpht.com/ytc/AIdro_nwVdcQ_WGhVUhaNbm7vuLu8ONcJ_NMOK4xXKjq5sY=s48-c-k-c0x00ffffff-no-rj,2022-10-17T17:03:37,Y traen. buena ropa. y no tienen dinero.  ????,2,false,0,
Ugw_RKrSezcuk3e0AUV4AaABAg,,oMsLffZuMe8,UCRHoYONEoU291g8-OiJWDag,@maricelatellez663,https://yt3.ggpht.com/ytc/AIdro_mZPgYzE4EX1VZKNaUin5Hn-ijD3UteicJVVel1QGY=s48-c-k-c0x00ffffff-no-rj,2022-10-17T12:39:29,y como ai no reglaman como le reclaman a estados unidos a usa si que que ellos tienen derechos q es to ques lo otro y como los otros paises no son como estados unidos ai si no reglaman que se quieren quedar verdad,2,false,0,
Ugzynng5iTzmmiNjnOZ4AaABAg,,oMsLffZuMe8,UC7YsqWRRdAkz3glp68l16mg,@odettechahwan6369,https://yt3.ggpht.com/ytc/AIdro_l3KvuWWndfdAOhS8cRSzyry1VuhxkFmKnkBpE3YOYQKjE=s48-c-k-c0x00ffffff-no-rj,2022-10-16T09:08:41,Que alguien responda para descargarlo a lo grande que sea de Guatemala y sea opresor para hacerle un pre lavado y posteriormente blanqueamiento cerebral jajajaja,2,false,0,
UgwVdo69-9Mo_1Hq3Nd4AaABAg,,oMsLffZuMe8,UC7YsqWRRdAkz3glp68l16mg,@odettechahwan6369,https://yt3.ggpht.com/ytc/AIdro_l3KvuWWndfdAOhS8cRSzyry1VuhxkFmKnkBpE3YOYQKjE=s48-c-k-c0x00ffffff-no-rj,2022-10-16T08:58:15,Deje los que pasen apoyen al extranjero  mucha bendicion al que apoya a un extranjero en su tierra para su vida,2,false,9,
UgwPkZondtagLnc3KX54AaABAg,,oMsLffZuMe8,UCHcwpRpTBSQEfC5vXuyuHZQ,@YOU-vm4pg,https://yt3.ggpht.com/-XA80J8mo7GJJJQV4xEhBWTnUzlzTQPQv4f7QqdBcRQQ1uWM3KEhkNhQWzhX_ooFqRY2rcqxrA=s48-c-k-c0x00ffffff-no-rj,2022-10-16T07:31:27,No querian Patria con Chavez y Maduro ? Allí la tienen...,2,false,0,
UgwsWAphVLMFoiwHNyp4AaABAg,,oMsLffZuMe8,UCzDLyul_9jxXMP3KRIS_-jw,@luzmartin743,https://yt3.ggpht.com/ytc/AIdro_lIPqFfKXu6FDGoA_AKHHTZ8a-hphqhdpXzEEBHkBE=s48-c-k-c0x00ffffff-no-rj,2022-10-15T18:07:43,Para Venezuela a luchar por lo tuyo y a exigir a su presidente todo lo que ustedes quieren porque ir a exigir a cada agena es difícil,2,false,0,
UgysdpiPgM44ciKNX6d4AaABAg,,oMsLffZuMe8,UCXIF_MhmJbkkJ-lNCAnNzCw,@johnnyjimenez182,https://yt3.ggpht.com/ytc/AIdro_kO0hT88X5uNeDF4Vk2Gz-6nexqp9pW-oDxilm26H6BEDVQUcUE-XCc4jqVuqTompVXlg=s48-c-k-c0x00ffffff-no-rj,2022-10-15T04:22:39,Vallan a quejarse a su pais,2,false,0,
UgwU4J844QcNsHwCn314AaABAg,,oMsLffZuMe8,UC1p0BZkMXqV8K0cdblE9UOQ,@frankdonovan2834,https://yt3.ggpht.com/ytc/AIdro_nPe-ehkjhao8iLfHtLFl6PR5XQj2XJwyzcoaJp4x4=s48-c-k-c0x00ffffff-no-rj,2022-10-14T17:10:25,"Porqué expulsarlos? En lugar de brindarles ayuda, protección, y refugio. Ya no pueden cruzar la frontera a Estados Unidos así de fácil. México no los quiere, entonces es al gobierno de Guatemala que le corresponde proteger a los Venezolanos, son seres humanos, no son trozos de leña. Y si fuera uno de nuestros familiares? Brindemos lo mejor para ayudar a todos los hermanos venezolanos que lleguen a Guatemala, declarenlos refugiados para que accedan a un apartamento, y ayuda económica. No podemos darles la espalda, hoy Venezuela necesita de sus hermanos. Saludos desde Canadá🇨🇦",2,false,9,
UgwVdo69-9Mo_1Hq3Nd4AaABAg.9hF83EJFumU9h_uTLXPQO1,UgwVdo69-9Mo_1Hq3Nd4AaABAg,oMsLffZuMe8,UCBSBZ70Ss-i6G3rh8MaF-xw,@billy8065,https://yt3.ggpht.com/VGTkWfdz-XF4zhK9Yiw117XD7ZUntpWiPXvaBAhcMN9BRQ3g13IzMTXIU5YXSW4UIB_z81g_Ng=s48-c-k-c0x00ffffff-no-rj,2022-10-24T19:54:02,Esa migracion venezolana a traido muerte en Colombia y toda suramerica pero muchas vidas,2,true,,
UgxcZxzgvIMTi7GsnRV4AaABAg,,oMsLffZuMe8,UCx05jX4zHc0c82HeS6W7BJg,@Ultimate_Carlos98,https://yt3.ggpht.com/Dokbd-Dgm6zocQLkhgT06VAKkeoCqtHvtv_C3ob94ehimL-ly0pBx1x01qvBDY379vAukprnRfM=s48-c-k-c0x00ffffff-no-rj,2022-10-10T08:47:43,Que pasen por otro lado xd,2,false,0,
UgyAVvFIjqqSkKoFZYF4AaABAg,,oMsLffZuMe8,UCrAkW-rjsq1pDELlHpAjbuw,@rcgz4692,https://yt3.ggpht.com/ytc/AIdro_lvF5zjpz0WbQeHl54zQPm_nuRfJ1zUwGcVsXvxdHm4wNcG=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:55:58,"Aprende, México y Amloco, ponte las pilas!!!!!",2,false,0,
UgzlDw_UT8Ubsz_MYud4AaABAg,,oMsLffZuMe8,UCBVDrALt00tzcL22yzS8LQQ,@carlosmolina7683,https://yt3.ggpht.com/ytc/AIdro_kLzfc8bWFtmphVPkZLmHOMZL7GN--vRBLf7HQZ0i4=s48-c-k-c0x00ffffff-no-rj,2022-10-09T22:59:34,"Aquí hablan, bien que no  los dejen pasar, que no hay trabajo, que México esto que Guatemala lo otro y ustedes QUE, desde que emigraron  a USA  hace décadas nos alegra formaron familias trabajando duro y quién les dijo lo contrario nosotros los latinoamericanos deberíamos ser más empáticos con nuestra raza porque latinos somos todos, es por eso que no salimos de ser 3er mundistas por el pensamiento tan negativo de pocos por qué se que en su mayoría no piensan ASI...",2,false,5,
UgyI2AH70OsffpjoYBp4AaABAg,,oMsLffZuMe8,UCHRq4kaE9PsrNj7bSekAFUw,@elizabethroque3423,https://yt3.ggpht.com/ytc/AIdro_np-F6CG-R7gZ0G17FumB26wleYlk3bLI_ZNgDI098=s48-c-k-c0x00ffffff-no-rj,2022-10-09T21:37:02,Q grosero los Guatemala y son personas pobresito,2,false,3,
UgzcgXNQCzlx5XeSqGZ4AaABAg.9h1BfCNkdLZ9h1MNCb9_Lf,UgzcgXNQCzlx5XeSqGZ4AaABAg,oMsLffZuMe8,UCsiNYYyzc-MHZVVffl7ydSA,@alexandrachirinos7884,https://yt3.ggpht.com/ytc/AIdro_krhKvJMhiTX8Nc2-o4o0uX_XDcnOe7KuDLcut96XKKn98=s48-c-k-c0x00ffffff-no-rj,2022-10-11T00:33:56,"Es verdad yo siempre he dicho que el inmigrante venezolano es diferente más preparados así sea con un oficio, son pocos los dañados pero hacen mucho escándalo",2,true,,
Ugzayp6U0fIeUA1T54x4AaABAg.9gzuD0M66mc9h0Wv1w9-fi,Ugzayp6U0fIeUA1T54x4AaABAg,oMsLffZuMe8,UCUx9W6_ZWJNNpoIla_TDyGA,@marianellarojas7355,https://yt3.ggpht.com/ytc/AIdro_k0AA6Qvxn9YmrEhfm0V0CfFpgAmObPePsQAyyVF30=s48-c-k-c0x00ffffff-no-rj,2022-10-10T16:46:50,"@@ursulalira3743 Como se ve que no sabes lo que pasa en Venezuela, hay sanciones, no hay empresas , no hay trabajo. Donde van a trabajar.",2,true,,
UgxIr910F-ryXVET6WJ4AaABAg.9gzTrp-CYZM9h-hx7wDO8D,UgxIr910F-ryXVET6WJ4AaABAg,oMsLffZuMe8,UCyCG5ZM7Bt50d79fcqe-84Q,@JDHLEVOLUTION,https://yt3.ggpht.com/VUKkV1LsGhcRO6K0uYdhDgTvCoubhfw9EchrpPsQUl9bZ11ZNGcSzPn3TmbU_ndlQamL9FHH=s48-c-k-c0x00ffffff-no-rj,2022-10-10T09:12:44,Yo creo que el Narcotrafico es el verdadero dolor de cabeza pero eso lo puede decir AMLO ? 🤡,2,true,,
UgyI2AH70OsffpjoYBp4AaABAg.9gzTKeygrnX9gzfg5_dBkC,UgyI2AH70OsffpjoYBp4AaABAg,oMsLffZuMe8,UCWkUMRq3UEwKfFC6fFKbthw,@Alexhernandez-pr1wf,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:33:42,No son pobresito a ellos comen mejor que tú sabes una cosa son gente trabajadora y son personas humildes,2,true,,
Ugy7eW6U5fzOq0J9j4h4AaABAg.9gzPd5mmofk9gzhZ3GZUNt,Ugy7eW6U5fzOq0J9j4h4AaABAg,oMsLffZuMe8,UCXI06eeX75xpB8wNH29GK9g,@flower5396,https://yt3.ggpht.com/fumc-B2V5uxHupYfKsyfkuXdQuHJALa_Lp-D1PoiWzua4QPapUZUkrJaOENglBcpx3xcy9kTGQ=s48-c-k-c0x00ffffff-no-rj,2022-10-09T23:50:05,Pero no lo hacen!  Todo se lo exigen a EEUU y no a sus países.,2,true,,
Ugw1PjUpGko8m4ILjkd4AaABAg.9gzPXiTaqLj9gzTd5pweLU,Ugw1PjUpGko8m4ILjkd4AaABAg,oMsLffZuMe8,UCz7TMJ5bWomsnaQRgNHPfuA,@mauricioandreade5863,https://yt3.ggpht.com/ytc/AIdro_nrBWB4P4iwomRW3SZNrh4U_YQBpUeO43nDYQzQhbg=s48-c-k-c0x00ffffff-no-rj,2022-10-09T21:39:42,"No los detuvo Biden wey , los detuvo  migracion de Guatemala 😂😂😂",2,true,,
